Prezzi_Originali_puliti,,,,,,,,
,Reference,Collection,Description,Price,Complication,inventory,Detail,Size
,126301,Datejust,Standard Dial Jubilee Bracelet,12900.0,"Date, Stop Seconds",1,"The Rolex Datejust 41 126301 features a 41mm stainless steel and Everose gold case, smooth bezel, and Oyster bracelet. It is known for its modern and elegant design.",41
,126301,Datejust,Diamond Dial Oyster Bracelet,14220.0,"Date, Stop Seconds",2,"The Rolex Datejust 41 126301 features a 41mm stainless steel and Everose gold case, smooth bezel, and Oyster bracelet. It is known for its modern and elegant design.",41
,126301,Datejust,Diamond Dial Jubilee Bracelet,14820.0,"Date, Stop Seconds",0,"The Rolex Datejust 41 126301 features a 41mm stainless steel and Everose gold case, smooth bezel, and Oyster bracelet. It is known for its modern and elegant design.",41
,126301,Datejust,Mother of Pearl Diamond Dial Oyster Bracelet,16920.0,"Date, Stop Seconds",0,"The Rolex Datejust 41 126301 features a 41mm stainless steel and Everose gold case, smooth bezel, and Oyster bracelet. It is known for its modern and elegant design.",41
,126301,Datejust,Mother of Pearl Diamond Dial Jubilee Bracelet,17520.0,"Date, Stop Seconds",1,"The Rolex Datejust 41 126301 features a 41mm stainless steel and Everose gold case, smooth bezel, and Oyster bracelet. It is known for its modern and elegant design.",41
,126303,Datejust,Standard Dial Oyster Bracelet,12000.0,"Date, Stop Seconds",1,"The Rolex Datejust 41 126303 includes a 41mm stainless steel and yellow gold case, smooth bezel, and Oyster bracelet. It combines contemporary style with classic elements.",41
,126303,Datejust,Standard Dial Jubilee Bracelet,12600.0,"Date, Stop Seconds",0,"The Rolex Datejust 41 126303 includes a 41mm stainless steel and yellow gold case, smooth bezel, and Oyster bracelet. It combines contemporary style with classic elements.",41
,126303,Datejust,Diamond Dial Oyster Bracelet,13920.0,"Date, Stop Seconds",1,"The Rolex Datejust 41 126303 includes a 41mm stainless steel and yellow gold case, smooth bezel, and Oyster bracelet. It combines contemporary style with classic elements.",41
,126303,Datejust,Diamond Dial Jubilee Bracelet,14520.0,"Date, Stop Seconds",1,"The Rolex Datejust 41 126303 includes a 41mm stainless steel and yellow gold case, smooth bezel, and Oyster bracelet. It combines contemporary style with classic elements.",41
,126303,Datejust,Mother of Pearl Diamond Dial Oyster Bracelet,16620.0,"Date, Stop Seconds",1,"The Rolex Datejust 41 126303 includes a 41mm stainless steel and yellow gold case, smooth bezel, and Oyster bracelet. It combines contemporary style with classic elements.",41
,126303,Datejust,Mother of Pearl Diamond Dial Jubilee Bracelet,17220.0,"Date, Stop Seconds",1,"The Rolex Datejust 41 126303 includes a 41mm stainless steel and yellow gold case, smooth bezel, and Oyster bracelet. It combines contemporary style with classic elements.",41
,126331,Datejust,Standard Dial Oyster Bracelet,12420.0,"Date, Stop Seconds",0,"The Rolex Datejust 41 126331 has a 41mm stainless steel and Everose gold case, fluted bezel, and Jubilee bracelet. It is celebrated for its refined and versatile design.",41
,126331,Datejust,Standard Dial Jubilee Bracelet,13020.0,"Date, Stop Seconds",0,"The Rolex Datejust 41 126331 has a 41mm stainless steel and Everose gold case, fluted bezel, and Jubilee bracelet. It is celebrated for its refined and versatile design.",41
,126331,Datejust,Diamond Dial Oyster Bracelet,14340.0,"Date, Stop Seconds",1,"The Rolex Datejust 41 126331 has a 41mm stainless steel and Everose gold case, fluted bezel, and Jubilee bracelet. It is celebrated for its refined and versatile design.",41
,126331,Datejust,Diamond Dial Jubilee Bracelet,14940.0,"Date, Stop Seconds",2,"The Rolex Datejust 41 126331 has a 41mm stainless steel and Everose gold case, fluted bezel, and Jubilee bracelet. It is celebrated for its refined and versatile design.",41
,126331,Datejust,Mother of Pearl Diamond Dial Oyster Bracelet,17040.0,"Date, Stop Seconds",0,"The Rolex Datejust 41 126331 has a 41mm stainless steel and Everose gold case, fluted bezel, and Jubilee bracelet. It is celebrated for its refined and versatile design.",41
,126331,Datejust,Mother of Pearl Diamond Dial Jubilee Bracelet,17640.0,"Date, Stop Seconds",0,"The Rolex Datejust 41 126331 has a 41mm stainless steel and Everose gold case, fluted bezel, and Jubilee bracelet. It is celebrated for its refined and versatile design.",41
,126333,Datejust,Standard Dial Oyster Bracelet,12060.0,"Date, Stop Seconds",0,"The Rolex Datejust 41 126333 features a 41mm stainless steel and yellow gold case, fluted bezel, and Jubilee bracelet. Known for its luxurious and timeless appeal.",41
,126333,Datejust,Standard Dial Jubilee Bracelet,12660.0,"Date, Stop Seconds",0,"The Rolex Datejust 41 126333 features a 41mm stainless steel and yellow gold case, fluted bezel, and Jubilee bracelet. Known for its luxurious and timeless appeal.",41
,126333,Datejust,Diamond Dial Oyster Bracelet,13980.0,"Date, Stop Seconds",0,"The Rolex Datejust 41 126333 features a 41mm stainless steel and yellow gold case, fluted bezel, and Jubilee bracelet. Known for its luxurious and timeless appeal.",41
,126333,Datejust,Diamond Dial Jubilee Bracelet,14580.0,"Date, Stop Seconds",0,"The Rolex Datejust 41 126333 features a 41mm stainless steel and yellow gold case, fluted bezel, and Jubilee bracelet. Known for its luxurious and timeless appeal.",41
,126333,Datejust,Mother of Pearl Diamond Dial Oyster Bracelet,16680.0,"Date, Stop Seconds",0,"The Rolex Datejust 41 126333 features a 41mm stainless steel and yellow gold case, fluted bezel, and Jubilee bracelet. Known for its luxurious and timeless appeal.",41
,126333,Datejust,Mother of Pearl Diamond Dial Jubilee Bracelet,17280.0,"Date, Stop Seconds",0,"The Rolex Datejust 41 126333 features a 41mm stainless steel and yellow gold case, fluted bezel, and Jubilee bracelet. Known for its luxurious and timeless appeal.",41
,126334,Datejust,Standard Dial Oyster Bracelet,9300.0,"Date, Stop Seconds",0,"The Rolex Datejust 41 126334 comes with a 41mm stainless steel case, white gold fluted bezel, and Jubilee bracelet. Its versatile design and date function make it a timeless classic.",41
,126334,Datejust,Diamond Dial Oyster Bracelet,11220.0,"Date, Stop Seconds",1,"The Rolex Datejust 41 126334 comes with a 41mm stainless steel case, white gold fluted bezel, and Jubilee bracelet. Its versatile design and date function make it a timeless classic.",41
,126334,Datejust,Standard Dial Jubilee Bracelet,9480.0,"Date, Stop Seconds",2,"The Rolex Datejust 41 126334 comes with a 41mm stainless steel case, white gold fluted bezel, and Jubilee bracelet. Its versatile design and date function make it a timeless classic.",41
,126334,Datejust,Diamond Dial Jubilee Bracelet,11400.0,"Date, Stop Seconds",0,"The Rolex Datejust 41 126334 comes with a 41mm stainless steel case, white gold fluted bezel, and Jubilee bracelet. Its versatile design and date function make it a timeless classic.",41
,126334,Datejust,Mother of Pearl Diamond Dial Oyster Bracelet,13920.0,"Date, Stop Seconds",0,"The Rolex Datejust 41 126334 comes with a 41mm stainless steel case, white gold fluted bezel, and Jubilee bracelet. Its versatile design and date function make it a timeless classic.",41
,126334,Datejust,Mother of Pearl Diamond Dial Jubilee Bracelet,14100.0,"Date, Stop Seconds",0,"The Rolex Datejust 41 126334 comes with a 41mm stainless steel case, white gold fluted bezel, and Jubilee bracelet. Its versatile design and date function make it a timeless classic.",41
,279160,Datejust,Standard Dial Oyster Bracelet,5820.0,"Date, Stop Seconds",0,"The Rolex Lady-Datejust 279160 includes a 28mm stainless steel case, smooth bezel, and Oyster bracelet. It is known for its elegant and feminine design.",28
,279160,Datejust,Standard Dial Jubilee Bracelet,5880.0,"Date, Stop Seconds",0,"The Rolex Lady-Datejust 279160 includes a 28mm stainless steel case, smooth bezel, and Oyster bracelet. It is known for its elegant and feminine design.",28
,279174,Datejust,Standard Dial Oyster Bracelet,6840.0,Date,0,"The Rolex Lady-Datejust 279174 has a 28mm stainless steel case, white gold fluted bezel, and Jubilee bracelet. It offers a combination of sophistication and elegance.",28
,279174,Datejust,Standard Dial Jubilee Bracelet,6900.0,Date,0,"The Rolex Lady-Datejust 279174 has a 28mm stainless steel case, white gold fluted bezel, and Jubilee bracelet. It offers a combination of sophistication and elegance.",28
,126660,Deepsea Sea-Dweller,Standard Dial,12180.0,"Date, Stop Seconds, Diver",0,"The Rolex Sea-Dweller Deepsea 126660 features a 44mm stainless steel case, black dial, and Cerachrom bezel. It is designed for professional divers, offering durability and robustness.",44
,126660,Deepsea Sea-Dweller,Blue Gradient Dial,12420.0,"Date, Stop Seconds, Diver",0,"The Rolex Sea-Dweller Deepsea 126660 features a 44mm stainless steel case, black dial, and Cerachrom bezel. It is designed for professional divers, offering durability and robustness.",44
,126710BLRO,GMT-Master II,Standard Dial,9300.0,"Date, GMT",0,"The Rolex GMT-Master II 126710BLRO, also known as the 'Pepsi', features a 40mm stainless steel case, red and blue Cerachrom bezel, and Jubilee bracelet. It is prized for its dual time zone functionality and iconic color scheme.",40
,126710BLNR,GMT-Master II,Standard Dial,9300.0,"Date, GMT",1,"The Rolex GMT-Master II 126710BLNR, known as the 'Batman', boasts a 40mm stainless steel case, black and blue Cerachrom bezel, and Oyster bracelet. It offers dual time zone capability and a striking modern look.",40
,126711CHNR,GMT-Master II,Standard Dial,14220.0,"Date, GMT",0,"The Rolex GMT-Master II 126711CHNR, also known as the 'Root Beer', features a 40mm stainless steel and Everose gold case, brown and black Cerachrom bezel, and Oyster bracelet. It is valued for its dual time zone function and unique aesthetic.",40
,126715CHNR,GMT-Master II,Standard Dial,36780.0,"Date, GMT",0,"The Rolex GMT-Master II 126715CHNR, with its 40mm Everose gold case and black and brown Cerachrom bezel, offers a luxurious take on the classic GMT design, featuring an Oyster bracelet and dual time zone functionality.",40
,126719BLRO,GMT-Master II,Standard Dial,36780.0,"Date, GMT, Stop Seconds",0,"The Rolex GMT-Master II 126719BLRO, often referred to as the 'Pepsi' in white gold, combines a 40mm 18k white gold case, blue and red Cerachrom bezel, and Oyster bracelet, making it a high-end choice for frequent travelers.",40
,126719BLRO,GMT-Master II,Meteorite Dial,38400.0,"Date, GMT, Stop Seconds",0,"The Rolex GMT-Master II 126719BLRO, often referred to as the 'Pepsi' in white gold, combines a 40mm 18k white gold case, blue and red Cerachrom bezel, and Oyster bracelet, making it a high-end choice for frequent travelers.",40
,126755SARU,GMT-Master II,Standard Dial,103500.0,"Date, GMT, Stop Seconds",1,"The Rolex GMT-Master II 126755SARU includes a 40mm Everose gold case, sapphire and ruby-set bezel, and Oyster bracelet. It is known for its luxurious and unique design.",40
,126755SARU,GMT-Master II,Pave Diamond Dial,122640.0,"Date, GMT, Stop Seconds",0,"The Rolex GMT-Master II 126755SARU includes a 40mm Everose gold case, sapphire and ruby-set bezel, and Oyster bracelet. It is known for its luxurious and unique design.",40
,126755SARU,GMT-Master II,Pave Diamond Dial Diamond Bracelet,204600.0,"Date, GMT, Stop Seconds",0,"The Rolex GMT-Master II 126755SARU includes a 40mm Everose gold case, sapphire and ruby-set bezel, and Oyster bracelet. It is known for its luxurious and unique design.",40
,178240,Datejust,Standard Dial Jubilee Bracelet,6360.0,"Date, Stop Seconds",0,"The Rolex Datejust 178240 has a 31mm stainless steel case, smooth bezel, and Oyster bracelet. It is known for its understated elegance and reliable performance.",31
,178240,Datejust,Standard Dial Oyster Bracelet,6180.0,"Date, Stop Seconds",0,"The Rolex Datejust 178240 has a 31mm stainless steel case, smooth bezel, and Oyster bracelet. It is known for its understated elegance and reliable performance.",31
,178241,Datejust,Standard Dial Oyster Bracelet,8640.0,"Date, Stop Seconds",0,"The Rolex Datejust 178241 features a 31mm stainless steel and Everose gold case, smooth bezel, and Oyster bracelet. It combines modern luxury with classic design.",31
,178241,Datejust,Standard Dial Jubilee Bracelet,9120.0,"Date, Stop Seconds",0,"The Rolex Datejust 178241 features a 31mm stainless steel and Everose gold case, smooth bezel, and Oyster bracelet. It combines modern luxury with classic design.",31
,178241,Datejust,Diamond Dial Oyster Bracelet,10500.0,"Date, Stop Seconds",2,"The Rolex Datejust 178241 features a 31mm stainless steel and Everose gold case, smooth bezel, and Oyster bracelet. It combines modern luxury with classic design.",31
,178241,Datejust,Diamond Dial Jubilee Bracelet,10980.0,"Date, Stop Seconds",0,"The Rolex Datejust 178241 features a 31mm stainless steel and Everose gold case, smooth bezel, and Oyster bracelet. It combines modern luxury with classic design.",31
,178241,Datejust,Mother of Pearl Diamond Dial Oyster Bracelet,12780.0,"Date, Stop Seconds",0,"The Rolex Datejust 178241 features a 31mm stainless steel and Everose gold case, smooth bezel, and Oyster bracelet. It combines modern luxury with classic design.",31
,178241,Datejust,Mother of Pearl Dial Oyster Bracelet,10080.0,"Date, Stop Seconds",0,"The Rolex Datejust 178241 features a 31mm stainless steel and Everose gold case, smooth bezel, and Oyster bracelet. It combines modern luxury with classic design.",31
,178241,Datejust,Mother of Pearl Diamond Dial Jubilee Bracelet,13260.0,"Date, Stop Seconds",0,"The Rolex Datejust 178241 features a 31mm stainless steel and Everose gold case, smooth bezel, and Oyster bracelet. It combines modern luxury with classic design.",31
,178241,Datejust,Mother of Pearl Dial Jubilee Bracelet,10560.0,"Date, Stop Seconds",0,"The Rolex Datejust 178241 features a 31mm stainless steel and Everose gold case, smooth bezel, and Oyster bracelet. It combines modern luxury with classic design.",31
,178241,Datejust,Diamond VI Dial Jubilee Bracelet,10560.0,"Date, Stop Seconds",0,"The Rolex Datejust 178241 features a 31mm stainless steel and Everose gold case, smooth bezel, and Oyster bracelet. It combines modern luxury with classic design.",31
